data_id,age,lex,syn,SUM,lex.p,syn.p
716498,12,4,0,4,0.006956521739130435,0
716498,18,22,1,23,0.03826086956521739,0.005714285714285714
722612,18,35,0,35,0.06086956521739131,0
722612,24,253,43,296,0.44,0.24571428571428572
726893,14,1,0,1,0.0017391304347826088,0
731478,12,16,0,16,0.02782608695652174,0
736609,17,15,0,15,0.02608695652173913,0
736609,23,181,33,214,0.31478260869565217,0.18857142857142858
738379,11,5,0,5,0.008695652173913044,0
738379,14,4,0,4,0.006956521739130435,0
738379,18,38,2,40,0.06608695652173913,0.011428571428571429
738379,24,38,0,38,0.06608695652173913,0
747645,16,52,6,58,0.09043478260869565,0.03428571428571429
752770,15,27,1,28,0.04695652173913043,0.005714285714285714
752770,18,126,13,139,0.21913043478260869,0.07428571428571429
755330,13,0,0,0,0,0
755330,18,8,0,8,0.01391304347826087,0
755330,24,52,6,58,0.09043478260869565,0.03428571428571429
758603,13,5,1,6,0.008695652173913044,0.005714285714285714
758603,16,25,1,26,0.043478260869565216,0.005714285714285714
759162,17,11,0,11,0.019130434782608695,0
759162,23,18,0,18,0.03130434782608696,0
760812,13,0,0,0,0,0
760812,18,7,0,7,0.01217391304347826,0
760812,24,21,1,22,0.036521739130434785,0.005714285714285714
761160,15,30,1,31,0.05217391304347826,0.005714285714285714
764612,16,25,1,26,0.043478260869565216,0.005714285714285714
779253,13,8,0,8,0.01391304347826087,0
780046,20,10,0,10,0.017391304347826087,0
780046,26,180,30,210,0.3130434782608696,0.17142857142857143
786266,13,40,4,44,0.06956521739130435,0.022857142857142857
786266,18,215,36,251,0.3739130434782609,0.2057142857142857
786266,24,330,50,380,0.5739130434782609,0.2857142857142857
788132,14,83,15,98,0.1443478260869565,0.08571428571428572
794032,12,9,0,9,0.01565217391304348,0
794032,18,85,8,93,0.14782608695652175,0.045714285714285714
794032,24,152,23,175,0.2643478260869565,0.13142857142857142
794626,13,2,0,2,0.0034782608695652175,0
794626,18,4,0,4,0.006956521739130435,0
794626,24,138,19,157,0.24,0.10857142857142857
798610,19,24,0,24,0.04173913043478261,0
799959,13,10,0,10,0.017391304347826087,0
800807,13,11,0,11,0.019130434782608695,0
801091,12,3,0,3,0.0052173913043478265,0
801091,18,50,2,52,0.08695652173913043,0.011428571428571429
801091,24,41,3,44,0.07130434782608695,0.017142857142857144
805063,13,2,0,2,0.0034782608695652175,0
805063,18,13,0,13,0.022608695652173914,0
805063,24,84,4,88,0.14608695652173914,0.022857142857142857
810675,18,64,8,72,0.11130434782608696,0.045714285714285714
810675,24,302,47,349,0.5252173913043479,0.26857142857142857
812574,12,1,0,1,0.0017391304347826088,0
812574,18,78,7,85,0.1356521739130435,0.04
812574,24,94,9,103,0.1634782608695652,0.05142857142857143
817184,17,30,3,33,0.05217391304347826,0.017142857142857144
826321,18,12,0,12,0.020869565217391306,0
826360,17,47,3,50,0.0817391304347826,0.017142857142857144
826360,23,286,48,334,0.4973913043478261,0.2742857142857143
826398,12,1,0,1,0.0017391304347826088,0
830201,19,22,1,23,0.03826086956521739,0.005714285714285714
830201,25,148,23,171,0.2573913043478261,0.13142857142857142
838827,13,15,0,15,0.02608695652173913,0
838827,18,21,0,21,0.036521739130434785,0
838827,24,154,25,179,0.2678260869565217,0.14285714285714285
839327,12,1,0,1,0.0017391304347826088,0
839327,15,2,0,2,0.0034782608695652175,0
850013,14,14,2,16,0.02434782608695652,0.011428571428571429
850013,18,54,3,57,0.09391304347826086,0.017142857142857144
850013,24,209,38,247,0.3634782608695652,0.21714285714285714
857459,12,22,1,23,0.03826086956521739,0.005714285714285714
859613,13,0,0,0,0,0
859613,18,14,0,14,0.02434782608695652,0
863856,16,14,0,14,0.02434782608695652,0
863856,22,109,18,127,0.18956521739130436,0.10285714285714286
865762,20,68,10,78,0.11826086956521739,0.05714285714285714
865762,26,324,55,379,0.5634782608695652,0.3142857142857143
865900,15,15,0,15,0.02608695652173913,0
866461,18,42,0,42,0.07304347826086957,0
866461,24,333,55,388,0.5791304347826087,0.3142857142857143
868724,14,14,0,14,0.02434782608695652,0
879509,18,190,31,221,0.33043478260869563,0.17714285714285713
879509,24,332,55,387,0.577391304347826,0.3142857142857143
883901,12,6,0,6,0.010434782608695653,0
883901,18,53,3,56,0.09217391304347826,0.017142857142857144
883901,24,202,32,234,0.35130434782608694,0.18285714285714286
888211,18,119,11,130,0.20695652173913043,0.06285714285714286
890518,14,7,0,7,0.01217391304347826,0
890518,18,19,0,19,0.03304347826086956,0
890518,24,117,11,128,0.20347826086956522,0.06285714285714286
904006,18,96,7,103,0.16695652173913045,0.04
907184,16,5,0,5,0.008695652173913044,0
907184,22,62,7,69,0.10782608695652174,0.04
907729,14,9,0,9,0.01565217391304348,0
907729,17,90,13,103,0.1565217391304348,0.07428571428571429
908191,16,90,7,97,0.1565217391304348,0.04
908191,22,305,55,360,0.5304347826086957,0.3142857142857143
911829,14,11,0,11,0.019130434782608695,0
927564,12,4,0,4,0.006956521739130435,0
927564,18,10,0,10,0.017391304347826087,0
927564,24,37,3,40,0.06434782608695652,0.017142857142857144
932286,13,1,0,1,0.0017391304347826088,0
932286,18,34,2,36,0.059130434782608696,0.011428571428571429
932286,24,40,2,42,0.06956521739130435,0.011428571428571429
933910,12,2,0,2,0.0034782608695652175,0
933910,15,4,0,4,0.006956521739130435,0
933910,18,12,0,12,0.020869565217391306,0
936900,13,8,0,8,0.01391304347826087,0
936900,16,27,2,29,0.04695652173913043,0.011428571428571429
938316,14,4,0,4,0.006956521739130435,0
938316,24,277,48,325,0.4817391304347826,0.2742857142857143
939785,12,4,0,4,0.006956521739130435,0
939785,18,21,2,23,0.036521739130434785,0.011428571428571429
939785,24,176,32,208,0.3060869565217391,0.18285714285714286
940808,12,12,0,12,0.020869565217391306,0
940808,18,46,2,48,0.08,0.011428571428571429
940808,24,199,28,227,0.34608695652173915,0.16
943541,13,0,0,0,0,0
945323,18,29,1,30,0.050434782608695654,0.005714285714285714
945323,24,325,55,380,0.5652173913043478,0.3142857142857143
947206,12,6,1,7,0.010434782608695653,0.005714285714285714
951984,12,2,0,2,0.0034782608695652175,0
951984,18,1,0,1,0.0017391304347826088,0
951984,24,8,0,8,0.01391304347826087,0
960370,13,5,0,5,0.008695652173913044,0
960370,18,21,0,21,0.036521739130434785,0
960370,24,221,37,258,0.3843478260869565,0.21142857142857144
960432,13,1,0,1,0.0017391304347826088,0
960432,18,3,0,3,0.0052173913043478265,0
960432,24,6,0,6,0.010434782608695653,0
960758,14,37,4,41,0.06434782608695652,0.022857142857142857
960758,23,107,13,120,0.18608695652173912,0.07428571428571429
978698,11,2,0,2,0.0034782608695652175,0
978698,14,6,0,6,0.010434782608695653,0
978698,18,36,1,37,0.06260869565217392,0.005714285714285714
978698,24,190,39,229,0.33043478260869563,0.22285714285714286
981664,14,5,0,5,0.008695652173913044,0
981854,13,0,0,0,0,0
981854,24,190,31,221,0.33043478260869563,0.17714285714285713
985303,15,0,0,0,0,0
985303,21,20,0,20,0.034782608695652174,0
987008,11,0,0,0,0,0
987008,14,2,0,2,0.0034782608695652175,0
987008,18,4,0,4,0.006956521739130435,0
987008,24,42,2,44,0.07304347826086957,0.011428571428571429
993015,14,14,0,14,0.02434782608695652,0
994816,14,6,0,6,0.010434782608695653,0
995663,11,2,0,2,0.0034782608695652175,0
995663,14,11,0,11,0.019130434782608695,0
995663,18,30,0,30,0.05217391304347826,0
999647,16,37,1,38,0.06434782608695652,0.005714285714285714
999947,15,26,0,26,0.04521739130434783,0
999947,21,120,13,133,0.20869565217391303,0.07428571428571429
11228,19,108,31,127,0.18782608695652173,0.17714285714285713
17541,22.8,70,11,81,0.12173913043478261,0.06285714285714286
51407,18.2,46,8,54,0.08,0.045714285714285714
52977,21.9,363,44,390,0.6313043478260869,0.25142857142857145
52977,25.3,476,87,534,0.8278260869565217,0.49714285714285716
107842,25.8,85,21,105,0.14782608695652175,0.12
107842,31.3,527,68,575,0.9165217391304348,0.38857142857142857
111521,29.9,435,61,496,0.7565217391304347,0.3485714285714286
116056,36.5,536,108,591,0.9321739130434783,0.6171428571428571
116845,31.6,323,46,342,0.5617391304347826,0.26285714285714284
124529,25.4,216,28,234,0.37565217391304345,0.16
124529,31.2,414,49,444,0.72,0.28
125632,25.2,285,47,314,0.4956521739130435,0.26857142857142857
131015,32.6,349,70,386,0.6069565217391304,0.4
138813,34.3,524,147,616,0.9113043478260869,0.84
157075,26.5,293,33,324,0.5095652173913043,0.18857142857142858
176427,29.4,469,127,549,0.8156521739130435,0.7257142857142858
176851,32.1,333,41,362,0.5791304347826087,0.2342857142857143
176851,38.3,464,158,556,0.8069565217391305,0.9028571428571428
182746,NA,111,15,123,0.19304347826086957,0.08571428571428572
185373,26.7,454,38,486,0.7895652173913044,0.21714285714285714
185373,32.3,528,102,586,0.9182608695652174,0.5828571428571429
200474,18.4,72,8,79,0.12521739130434784,0.045714285714285714
222881,32.5,206,66,254,0.3582608695652174,0.37714285714285717
223008,35.1,367,71,409,0.6382608695652174,0.4057142857142857
223244,21,45,13,57,0.0782608695652174,0.07428571428571429
232633,36.5,568,174,673,0.9878260869565217,0.9942857142857143
234130,26,290,49,322,0.5043478260869565,0.28
234130,31.6,372,99,440,0.6469565217391304,0.5657142857142857
261266,29,418,92,476,0.7269565217391304,0.5257142857142857
262208,32.7,370,123,437,0.6434782608695652,0.7028571428571428
266394,21.5,26,14,40,0.04521739130434783,0.08
266394,27.9,134,28,153,0.23304347826086957,0.16
266437,37.2,524,142,612,0.9113043478260869,0.8114285714285714
272097,33.3,361,54,385,0.6278260869565218,0.30857142857142855
273929,26.1,214,13,227,0.37217391304347824,0.07428571428571429
282791,30.3,445,92,499,0.7739130434782608,0.5257142857142857
284149,NA,459,140,544,0.7982608695652174,0.8
295081,35.5,559,171,664,0.9721739130434782,0.9771428571428571
320544,32,567,171,671,0.9860869565217392,0.9771428571428571
334324,24.5,82,13,94,0.1426086956521739,0.07428571428571429
334324,32.4,197,27,221,0.3426086956521739,0.15428571428571428
340476,19.4,11,5,16,0.019130434782608695,0.02857142857142857
340476,22.5,154,14,166,0.2678260869565217,0.08
340476,29.3,461,78,503,0.8017391304347826,0.44571428571428573
353374,31.1,523,118,596,0.9095652173913044,0.6742857142857143
354404,22.1,103,10,112,0.1791304347826087,0.05714285714285714
354404,26.2,151,14,165,0.26260869565217393,0.08
380510,33,480,115,550,0.8347826086956521,0.6571428571428571
385434,21.1,271,27,292,0.47130434782608693,0.15428571428571428
385434,26.2,497,82,560,0.8643478260869565,0.4685714285714286
395568,18.2,20,6,26,0.034782608695652174,0.03428571428571429
406663,25.5,153,25,176,0.26608695652173914,0.14285714285714285
406768,31.9,516,104,584,0.8973913043478261,0.5942857142857143
418793,18.5,39,10,49,0.06782608695652174,0.05714285714285714
418793,26.6,290,33,319,0.5043478260869565,0.18857142857142858
423548,33.1,527,156,621,0.9165217391304348,0.8914285714285715
425428,33.6,289,43,320,0.5026086956521739,0.24571428571428572
433089,23.2,321,19,340,0.5582608695652174,0.10857142857142857
469822,31.4,341,79,394,0.5930434782608696,0.4514285714285714
488291,24.4,409,65,459,0.711304347826087,0.37142857142857144
494244,26.1,210,20,229,0.3652173913043478,0.11428571428571428
505525,20.9,135,16,148,0.23478260869565218,0.09142857142857143
512716,NA,228,23,249,0.39652173913043476,0.13142857142857142
519250,28.1,332,45,366,0.577391304347826,0.2571428571428571
519250,35.9,492,109,562,0.8556521739130435,0.6228571428571429
525955,18.3,4,4,8,0.006956521739130435,0.022857142857142857
530066,19.8,52,9,61,0.09043478260869565,0.05142857142857143
530066,23.3,463,80,510,0.8052173913043478,0.45714285714285713
557806,32,564,153,662,0.9808695652173913,0.8742857142857143
576112,23.9,230,32,257,0.4,0.18285714285714286
583494,33,323,26,342,0.5617391304347826,0.14857142857142858
597306,31,38,11,49,0.06608695652173913,0.06285714285714286
601017,26,318,70,367,0.5530434782608695,0.4
601017,32.9,494,144,584,0.8591304347826086,0.8228571428571428
607764,22.2,7,1,8,0.01217391304347826,0.005714285714285714
607764,27.8,17,5,21,0.029565217391304348,0.02857142857142857
617942,26.2,484,146,573,0.8417391304347827,0.8342857142857143
617942,31.1,530,175,633,0.9217391304347826,1
648807,21.1,30,4,34,0.05217391304347826,0.022857142857142857
648807,27.8,207,24,225,0.36,0.13714285714285715
657965,21.1,249,38,271,0.4330434782608696,0.21714285714285714
675362,37.3,543,160,644,0.9443478260869566,0.9142857142857143
676274,26.3,317,63,351,0.551304347826087,0.36
676274,31.1,493,120,564,0.8573913043478261,0.6857142857142857
676274,37.7,559,161,660,0.9721739130434782,0.92
683764,23.5,154,27,177,0.2678260869565217,0.15428571428571428
706050,32.2,505,149,599,0.8782608695652174,0.8514285714285714
713347,21.3,10,4,14,0.017391304347826087,0.022857142857142857
722612,30.1,469,70,520,0.8156521739130435,0.4
722612,36.6,542,144,638,0.9426086956521739,0.8228571428571428
738379,31.5,124,12,136,0.21565217391304348,0.06857142857142857
755330,31.2,409,105,471,0.711304347826087,0.6
758603,19.9,56,12,67,0.09739130434782609,0.06857142857142857
758603,22.4,114,25,129,0.19826086956521738,0.14285714285714285
758603,25.7,429,87,496,0.7460869565217392,0.49714285714285716
764612,28.4,245,29,260,0.4260869565217391,0.1657142857142857
764726,27.4,274,54,298,0.4765217391304348,0.30857142857142855
774387,22.2,116,13,129,0.20173913043478262,0.07428571428571429
786266,30.8,548,161,649,0.9530434782608695,0.92
801091,30.4,59,13,72,0.10260869565217391,0.07428571428571429
812574,34.7,563,147,665,0.9791304347826087,0.84
826360,29.7,564,148,657,0.9808695652173913,0.8457142857142858
826360,35,575,166,680,1,0.9485714285714286
830201,31.6,312,104,377,0.542608695652174,0.5942857142857143
830201,38,505,150,602,0.8782608695652174,0.8571428571428571
863856,28.9,560,156,664,0.9739130434782609,0.8914285714285715
863856,NA,573,171,678,0.9965217391304347,0.9771428571428571
865762,31.8,508,155,612,0.8834782608695653,0.8857142857142857
868724,21.5,88,13,98,0.15304347826086956,0.07428571428571429
868724,26.4,392,28,415,0.6817391304347826,0.16
879509,NA,146,22,158,0.2539130434782609,0.12571428571428572
883901,36.8,527,156,619,0.9165217391304348,0.8914285714285715
907184,28.3,234,22,251,0.40695652173913044,0.12571428571428572
908191,28.7,534,163,626,0.928695652173913,0.9314285714285714
908191,34.4,564,171,669,0.9808695652173913,0.9771428571428571
912823,26.7,25,7,28,0.043478260869565216,0.04
927564,31.4,262,54,300,0.45565217391304347,0.30857142857142855
932286,31.2,422,132,499,0.7339130434782609,0.7542857142857143
940808,32.7,559,150,658,0.9721739130434782,0.8571428571428571
960432,37.3,333,66,383,0.5791304347826087,0.37714285714285717
978698,33.6,517,137,594,0.8991304347826087,0.7828571428571428
985303,29.1,228,27,249,0.39652173913043476,0.15428571428571428
